bapid,country,latitude,longitude
F11189,United Kingdom,55.70488333,-5.7124
F11190,United Kingdom,56.50013333,-6.286833333
F11191,United Kingdom,56.49313333,-6.19405
F11192,United Kingdom,56.45045833,-6.139183333
F11193,United Kingdom,56.46111667,-6.165836111
F11194,United Kingdom,55.87971944,-5.049286111
F11195,United Kingdom,57.37214722,-5.526766667
F11196,United Kingdom,55.93618889,-5.078619444
F11197,United Kingdom,55.86394444,-5.317544444
F11198,United Kingdom,55.873825,-5.327405556
F11199,United Kingdom,56.13215,-5.220983333
F11200,United Kingdom,56.08086944,-5.286455556
F11201,United Kingdom,56.15215,-5.1673
F11202,United Kingdom,55.91451111,-5.417769444
F11203,United Kingdom,55.93061111,-5.347155556
F11204,United Kingdom,55.83533611,-5.353322222
F11205,United Kingdom,55.97628889,-5.352211111
F11206,United Kingdom,55.96145278,-5.436447222
F11207,China,31.57858333,117.55945
F11210,Vietnam,9.642491667,105.9555556
F11212,Indonesia,-6.337897222,108.3683611
F11213,India,16.86001389,81.70838611
F11215,Chile,-44.25267222,-73.15051944
F11219,India,15.33949722,80.07821389
F11221,United States,41.55073611,-72.968575
F11223,Indonesia,-6.92,112.18
F11224,Peru,-10.82666389,-76.52581667
F11227A,India,16.75736,82.163391
F11227B,India,16.79052778,82.18316667
F11228A,Colombia,2.617030556,-75.38926389
F11228B,Colombia,2.550147222,-75.45863333
F11230A,India,16.49735278,81.15170833
F11230B,India,16.6219,81.63566667
F11231,India,21.478416,87.038403
F11232D,India,16.85835556,82.23823333
F11234,United States,44.45483611,-91.09436389
F11236A,India,16.4928,82.014825
F11236B,India,16.48583333,82.01386944
F11236C,India,16.52159722,81.9872
F11236D,India,16.65874722,82.17698333
F11236E,India,16.42159167,81.94491111
F11236F,India,16.45396111,81.8551
F11236G,India,16.64876389,82.24090278
F11236H,India,16.85849722,82.09026111
F11237A,Thailand,10.24472222,99.12388889
F11237B,Thailand,10.34152778,99.13861111
F11237C,Thailand,10.32677778,99.12683333
F11239,United Kingdom,50.5926,-3.251433333
F11240,Chile,-41.70046944,-72.63669167
F11242,Vietnam,8.900322222,104.9207806
F11243,China,22.89444444,115.1641667
F11244A,Thailand,7.966666667,100.3144444
F11244B,Thailand,8.1020813,100.2719071
F11244C,Thailand,7.699627778,100.3845444
F11250A,India,15.19494444,80.069125
F11250B,India,15.21434722,80.04491111
F11251,China,19.82805556,110.9027778
F11252,India,16.59484444,81.84738056
F11253,India,14.64623333,80.1532
F11254A,India,15.80158333,80.83822222
F11254B,India,15.805818,80.841514
F11254C,India,15.84601,80.860579
F11254D,India,15.86173,80.86263
F11254E,India,15.83996389,80.85408333
F11255,India,14.27,80.1
F11260,India,21.9219,87.72138
F11261,India,21.870886,87.836538
F11263,India,16.49898611,81.00409167
F11264,India,16.54,81.35
F11265,Vietnam,10.65495278,105.3463556
F11267,United States,33.53830278,-90.39624444
F11268,China,19.93538056,109.500225
F11270,Indonesia,-7.869755556,110.9043639
F11271,Indonesia,-7.277888889,110.8263056
F11273A,India,16.88983611,82.20863611
F11273B,India,16.87965,82.07874444
F11273C,India,16.89440278,82.19944722
F11273D,India,16.82824167,82.17586389
F11273E,India,16.77584167,82.16116944
F11274,China,21.47,111.13
F11275,India,14.39,80.11
F11276,Vietnam,9.27,105.44
F11278,India,15.327123,80.068909
F11305,Philippines,18.26091389,121.9112361
F11308,Colombia,2.695011111,-75.42743333
F11315,Thailand,9.197666667,99.50180556
F11316,Thailand,9.189416667,99.49236111
F11317,Thailand,9.192583333,99.42930556
F11319,Thailand,7.436222222,99.60636111
F11320,Thailand,6.863472222,101.3935556
F11321,Thailand,9.533166667,98.54075
F11322,Thailand,9.615,98.53813889
F11323,Thailand,12.492,102.1322222
F11324,Thailand,12.77805556,101.6830556
F11325,Thailand,9.222361111,99.51555556
F11326,Thailand,9.195833333,99.43719444
F11327,Thailand,12.43111111,102.1371111
F11328,Thailand,12.42444444,102.1252778
F11329,Thailand,10.83761111,99.43055556
F11330,Thailand,10.25211111,99.13855556
F11331,Thailand,7.229666667,99.65283333
F11332,Thailand,6.861222222,101.3945833
F11333A,India,11.200686,79.844069
F11333B,India,11.203317,79.844884
F11333C,India,11.206769,79.847116
F11334,Thailand,8.879444444,98.31277778
F11336,Indonesia,-6.813861111,112.0007972
F11337A,Thailand,13.55527778,101.0189167
F11337C,Thailand,13.69972222,101.2269444
F11337D,Thailand,13.70638889,101.2016667
F11337E,Thailand,13.78083333,101.1902778
F11337F,Thailand,13.665,101.1352778
F11338,Thailand,12.4411139,102.19575
F11339,Thailand,12.558564,102.083928
F11340,Thailand,12.477107,102.140789
F11341,China,19.96620833,110.7891306
F11349,Vietnam,,
F11350,Indonesia,-8.7562,116.5384
F11351,Indonesia,-6.894325,112.859725
F11352,Vietnam,8.965769444,105.1857306
F11353,Vietnam,8.965602778,105.1913528
F11354,Vietnam,8.965986111,105.1824972
F11355,Vietnam,8.971888889,105.199475
F11356,Vietnam,8.965833333,105.1946889
F11357,Vietnam,8.972783333,105.1847556
F11358,Vietnam,8.973952778,105.1921
F11359,Vietnam,8.970038889,105.1799278
F11360,Vietnam,8.96155,105.2059389
F11361,Vietnam,8.962466667,105.1892278
F11362,Vietnam,8.9597,105.1901861
F11363,Vietnam,8.959711111,105.1901861
F11364,Vietnam,8.967533333,105.1883194
F11365,Vietnam,8.969497222,105.190425
F11366,Vietnam,8.96895,105.1886111
F11367,Vietnam,8.961155556,105.1947167
F11368,Vietnam,8.969222222,105.1933
F11369,Vietnam,8.968591667,105.1923778
F11370,Vietnam,8.940638889,105.2075028
F11371,Vietnam,8.934411111,105.2068333
F11372,Vietnam,8.937938889,105.2098583
F11373,Vietnam,8.935905556,105.2122222
F11374,Vietnam,8.936880556,105.2109306
F11375,Vietnam,8.917180556,105.2125222
F11376,Vietnam,8.932230556,105.2128583
F11377,Vietnam,8.929736111,105.2126722
F11378,Vietnam,8.932808333,105.2126722
F11379,Vietnam,8.931508333,105.2086694
F11380,Vietnam,8.931580556,105.2076417
F11381,Vietnam,8.931886111,105.2051306
F11382,Vietnam,8.935247222,105.1919111
F11383,Vietnam,8.933991667,105.1880639
F11384,Vietnam,8.934111111,105.2084833
F11385,Vietnam,8.935822222,105.1900389
F11386,Vietnam,8.936225,105.1879139
F11387,Vietnam,8.927458333,105.2029806
F11388,Vietnam,8.928227778,105.1997
F11389,Vietnam,8.938619444,105.2111278
F11390A,Thailand,12.096275,99.86433333
F11390C,Thailand,11.423825,99.60053611
F11391,Bangladesh,22.47503333,89.50861389
F11392,Turkey,37.47058056,27.16446389
F11393,India,15.78369,80.83965
F11403A,Thailand,8.007222222,99.00361111
F11403B,Thailand,7.930583333,99.13983333
F11403C,Thailand,8.074077778,98.97618333
F11403D,Thailand,7.95,99.12
F11403E,Thailand,7.987777778,99.07277778
F11403G,Thailand,7.986536111,99.07459722
F11404,China,21.8006049,111.5372698
F11408,India,15.40608333,80.10466667
F11409,United States,40.82913333,-124.108825
F11412A,India,22.02355833,88.02554167
F11412B,India,22.02009167,88.02897222
F11412C,India,22.11496667,87.92330833
F11412D,India,22.114625,87.923275
F11415A,Thailand,13.22185833,99.92574444
F11415B,Thailand,13.09,100.06
F11417,Thailand,9.852222222,99.14555556
F11418,Thailand,10.39470278,99.17509444
F11419,Thailand,9.262805556,99.65611111
F11420,Thailand,10.08138889,99.10527778
F11421,Thailand,12.35505,99.90928611
F11422,Thailand,12.2943302,99.89355369
F11423,Thailand,12.28049256,99.89347858
F11424,Thailand,10.38531944,99.2375
F11425,Thailand,12.25346389,99.892175
F11426,Thailand,9.197611111,99.50177778
F11428,Thailand,10.544125,99.25621667
F11429,Thailand,12.33773333,99.93415278
F11430,Thailand,9.191444444,99.39961111
F11431,Thailand,10.26638889,99.18472222
F11432,Thailand,,
F11433,Thailand,,
F11434,Thailand,12.25638889,99.89972222
F11435,India,16.724942,82.056998
F11436,India,16.727111,82.05964
F11437,India,16.652172,81.990276
F11438,India,16.656735,81.990799
F11439,India,16.77893,82.07155
F11440,India,16.78559,82.088929
F11441,India,16.786434,82.082483
F11442,India,16.768212,82.092585
F11443,India,16.462313,81.045718
F11444,India,16.475951,80.950339
F11445,India,16.0766186,81.105848
F11446,India,16.542297,81.01141
F11447,India,16.543776,81.025551
F11448,India,16.528395,81.009747
F11449,India,15.385967,80.105286
F11450,India,15.209088,80.032072
F11451,India,15.369659,80.091434
F11452,India,15.342667,80.08975
F11453,India,16.602486,81.781028
F11454,India,16.643513,81.578871
F11455,India,16.668899,81.711208
F11456,India,16.433181,81.587878
F11457,India,16.528023,81.762275
F11458,India,16.879639,81.636556
F11459,India,16.597518,81.450835
F11460,India,16.605032,81.62234
F11461,India,16.664094,81.704922
F11462,India,15.726798,80.276339
F11468A,Thailand,12.33423611,102.491425
F11468C,Thailand,12.2709,102.5327056
F11468D,Thailand,11.83568056,102.8363639
F11468G,Thailand,12.08979444,102.7039889
F11468H,Thailand,12.14388333,102.6358028
F11468I,Thailand,12.296139,102.526861
F11469A,India,,
F11469B,India,,
F11469C,India,10.53,79.79
F11470C,India,14.397502,80.1615617
F11470D,India,14.17542,80.022943
F11470F,India,14.555243,80.180695
F11470G,India,14.28171389,80.01398611
F11470H,India,14.303444,80.035413
F11494,India,16.44,81.11
H10005,Honduras,13.25130376,-87.65744362
H10017,Ecuador ,-2.254008333,-80.94088333
H10021,China,21.118461,110.5790611
H10022,Vietnam,11.51294057,109.0097169
H10023,Nicaragua,12.72268201,-87.43256786
H10024,Indonesia,-5.690942303,105.5295613
H10025,Thailand,8.247867737,98.28792415
H10027,China,20.94082748,110.5199294
H10036,Thailand,8.809,98.25666
H10049,India,17.14088676,82.40439734
H10050,India,20.704543,70.869237
H10051,India,15.393862,80.139265
H10057,India,17.15223417,82.41618142
H10063,Thailand,8.125777,98.306934
H10068,Thailand,10.66941073,99.31533895
H10071,Vietnam,11.26063056,108.7464111
H10073,India,14.052975,80.14157222
H10074,India,14.75255009,80.10723016
H10075,Vietnam,17.29915551,106.8000217
H10077,Thailand,8.246875497,98.28833174
H10081,Vietnam,11.50504722,109.0101
H10086,Saudi Arabia,20.23708056,40.06033611
H10087,Canada,48.53873611,-58.53156389
H10088,Canada,50.264881,-125.826765
H10089,Canada,50.26977222,-57.49547222
H10090,Canada,47.88653478,-55.83889761
H10091,Canada,47.59298678,-55.79646249
H10092,Canada,44.66745278,-66.80181111
H10093,Canada,45.11203056,-66.71774167
H10094,Canada,45.21393889,-66.90021667
H10095,Canada,45.25575,-67.00049167
H10096,Canada,45.21357778,-67.19821944
H10097,Canada,45.44508056,-66.64646667
H10098,Canada,45.66120833,-67.13590556
H10099,Canada,45.7779803,-65.32516279
H10100,United States,45.05703333,-69.8867
H10101,United States,44.75607371,-67.36520269
H10102,United States,44.96871404,-70.77499309
H10104,Vietnam,12.57574708,109.2170568
H10105,Canada,50.236389,-125.763611
H10106,Canada,48.77087612,-123.6859377
H10107,Canada,52.348472,-127.69248
H10109,Canada,50.00974722,-123.9018333
H10110,Vietnam,9.328914528,106.0628166
H10111,Chile,-40.97283056,-72.58838056
H10111A,Chile,-40.64962433,-73.15808215
H10111B,Chile,-41.42988611,-72.81931944
H10113,Vietnam,14.25833333,109.185
H10114,Vietnam,11.51663889,109.0111667
H10115,Canada,49.68476389,-126.1231694
H10116,India,17.1530533,82.4153509
H10120,India,17.810554,83.4070778
H10121,Vietnam,10.1592558,106.5990116
H10122,China,19.55073867,110.3545521
H10123,India,17.25958889,82.55502222
H10124,Vietnam,10.30626111,105.7796778
H10126,China,25.62188815,119.5303599
H10129,India,17.259156,82.554519
H10131,Nicaragua,12.16733889,-86.75906111
H10132,Chile,-41.32424722,-73.03163889
H10133,Chile,-42.16832222,-73.48474444
H10134,Chile,-41.67149444,-73.06075
H10138,Canada,44.32786,-65.93417
H10139,United States,44.55848056,-68.25196389
H10140,Australia,-41.70261421,147.1021275
H10141,China,22.88623576,113.4144191
H10142,India,17.262078,82.557477
H10144,India,16.57957,81.541204
H10145,China,21.5008909,110.8575843
H10146,Thailand,13.45181414,100.1141516
H10148,India,14.05830278,80.14045833
H10149,Vietnam,9.209772173,105.7304057
H10150,China,21.69922149,110.8033904
H10151,India,15.816722,80.443777
H10153,Peru,-13.166969,-75.064992
H10153,Peru,-13.166969,-75.064992
H10154,Saudi Arabia,20.27179444,39.92339722
H10156,Honduras,15.04641667,-87.95286111
H10159,India,20.69458154,70.8261324
H10160A,Chile,-38.85908047,-71.8794759
H10160C,Chile,-39.07503056,-72.46953056
H10160D,Chile,-41.25430833,-72.79445
H10161,Thailand,7.776583333,98.32832222
H10162,Chile,-41.8006,-73.397575
H10163,China,23.22666667,101.755
H10164,Guatemala,15.96009167,-89.27148611
H10165,Chile,-41.8006,-73.397575
H10166,Chile,-39.25947617,-72.25553427
H10168,Mexico,17.5081495,-93.49800739
H10169,China,19.34629324,110.453008
H10172,Thailand,9.069413,99.908386
H10173,Vietnam,9.074835892,105.465049
H10174,China,21.62361111,110.6930556
H10176,India,17.25835516,82.55321188
H10178,Chile,-41.747525,-72.57043611
H10179,Chile,-40.30026944,-73.59131944
H10180,Colombia,2.627165256,-75.43537953
H10181,Colombia,2.689208333,-75.43240833
H10183,Colombia,2.318283333,-75.61437222
H10185,Chile,-41.92483333,-72.43842222
H10186,Chile,-41.351925,-72.27250278
H10190,India,12.691404,80.222061
H10191,Chile,-39.377141,-71.687186
H10192,Canada,49.32381667,-124.99075
H10193,Canada,48.75988333,-123.6808667
H10194,Canada,50.33783333,-125.5232667
H10195,Mexico,28.877224,-112.031047
H10199,China,21.87277778,110.8166667
H10200,United States,33.20884722,-90.65488643
H10201,Indonesia,-8.11075,114.4060833
H10202,Indonesia,-7.684444444,113.8716667
H10203,United States,46.82731667,-122.9973861
H10204,Chile,-38.93197778,-71.90418889
H10205,Chile,-38.84081236,-71.72993975
H10206,Chile,-38.96188333,-72.03304167
H10207,Thailand,7.836366667,100.3540361
H10209,Chile,-40.96968611,-72.61499444
H10210,Chile,-41.13487778,-72.59558333
H10211,Chile,-41.35924444,-72.70850556
H10212,Chile,-41.612075,-72.65528056
H10213,Chile,-41.44523889,-72.33279167
H10214,Vietnam,8.798821324,105.1855464
H10215,Thailand,12.62625,100.9630278
H10216,Chile,-41.92496111,-72.43354722
H10217,Chile,-41.35866667,-72.273125
H10218,Chile,-37.28515556,-72.17892222
H10219,Australia,-37.91544444,144.6640278
H10220,India,17.260966,82.555872
H10221,India,14.44286179,79.98600494
H10224,Chile,-41.23558056,-72.47821667
H10226,New Zealand,-43.872819,172.283834
H10227,New Zealand,-40.846236,172.76967
H10228,New Zealand,-43.872811,172.283829
H10229,India,17.831278,83.415096
H10230,Indonesia,-5.7058644,105.5642467
H10231,Indonesia,-7.731208333,113.6514417
H10232,Malaysia,5.286097222,100.4357278
H10233,China,22.84242565,112.9499541
H10234,Ecuador,-2.312075,-80.89532222
H10235,Ecuador,-1.767308838,-80.76621786
H10239,Chile,-39.32230278,-72.07043611
H10240,Panama,9.577428151,-79.33349301
H10241,Vietnam,11.51871944,109.0118417
H10243,Costa Rica,10.40491389,-85.11257778
H10245,India,14.68347796,80.14516175
H10246,India,15.36521526,80.118501
H10247,India,15.821806,80.462546
H10251,Chile,-41.96736111,-72.47388056
H10252,Mexico,31.902753,-116.70336
H10253,Saudi Arabia,26.31914167,43.71232222
H10254,India,17.149742,82.410022
H10255,Ecuador,-2.148375,-80.78320833
H10256A,Thailand,12.190169,102.291339
H10256B,Thailand,12.19039,102.2947
H10256C,Thailand,12.190169,102.291339
H10257,Saudi Arabia,16.63,42.73
H10258,Honduras,13.1928,-87.44072778
H10259,Chile,-39.86777778,-73.34361111
H10260,Honduras,13.192525,-87.43224444
H10261,Chile,-41.2872,-72.47061111
H10262,Honduras,13.44,-87.31
H10263,Honduras,13.16634722,-87.4278
H10264,Honduras,13.42037778,-87.39580278
H10265,Colombia,3.067719444,-75.24533611
H10266,Colombia,3.050711111,-75.25300833
H10267,Colombia,2.538936111,-75.45095556
H10268,Colombia,2.801411111,-75.29689167
H10270,Chile,-39.31289444,-72.06643889
H10271,Chile,-39.04170556,-72.21303889
H10272,Chile,-41.93173889,-72.47634722
H10274,Indonesia,-5.67155,104.9041778
H10275,Thailand,6.854002778,99.73161944
H10277,China,19.818973,110.777298
H10278,Chile,-38.87834167,-71.81309167
H10279,Chile,-39.3159,-72.09683333
H10280,Chile,-39.38761667,-72.19098333
H10281,Chile,-39.38363333,-72.10789722
H10282,Chile,-39.23972778,-71.84281667
H10283,Thailand,13.59697444,101.0477956
H10284,Chile,-38.57431111,-71.79386389
H10285,Chile,-38.54,-71.83
H10286,Vietnam,10.44068056,107.3069778
H10287,Costa Rica,9.842872222,-85.35433056
H10288,Vietnam,10.30828611,105.4725389
H10289,USA,46.67289444,-123.9257389
H10290,Chile,-40.46973611,-72.90468333
H10291,Chile,-38.58020278,-72.10073056
H10292,Vietnam,10.29444444,104.5458167
H10293,Peru,-3.906744444,-80.87989722
H10297,Chile,-40.75816111,-72.96971111
H10298,Chile,-40.76543611,-72.93013889
H10300,Chile,-38.72592778,-72.05021389
H10301,Chile,-42.30233333,-73.54088056
H10302,Brunei,4.791683333,114.6484361
H10303,Chile,-41.50944444,-73.02777778
H10304,Chile,-41.77946667,-73.52386111
H10305,India,12.114685,79.914871
H10306,Chile,-39.22463333,-71.75692778
H10307,India,12.23200556,79.986275
H10308,China,19.98,110.95
H10309,Chile,-44.42111111,-72.59138889
H10310,Turkey,37.28864722,27.4378
H10311,Chile,-42.16740278,-72.37758056
H10312,Chile,-39.70713889,-72.20652778
H10313,China,31.59,117.53
H10314,Thailand,13.21505,100.9511444
H10315,Chile,-39.37975,-71.68702778
H10316,Chile,-40.113504,-72.342729
H10317,Chile,-40.87722222,-72.45694444
H10318,Chile,-40.86254444,-72.467425
H10328,Chile,-37.28222778,-72.14174722
H10330,China,23.32,113.15
H10334,India,15.14464167,80.05969444
H10338,India,,
H10343,Chile,-37.38293333,-72.08646944
H10344,Indonesia,3.598883333,99.07663611
H10345,Canada,49.92155278,-124.0210861
H10347,United States,33.5283,-90.3954
H10351,Turkey,38.93588056,26.82528889
H10355,Colombia,,
H10356,Colombia,,
H10360,Brazil,-19.60401111,-51.04329722
H10361,India,14.47034722,80.17503056
H10364,Ecuador,,
H10368,China,,
M10004,Thailand,13.50611389,100.1329611
M10005,Vietnam,10.91417555,106.8649634
M10007,China,21.35687046,110.5405982
M10010,Canada,45.15641667,-67.13661667
M10011,Chile,-41.779575,-73.42562222
M10012,Chile,-42.42160278,-73.7484
M10013,Chile,-41.78262222,-73.43199444
M10014,Chile,-36.95546,-73.16105
M10016,Chile,-42.37293056,-73.76219167
M10017,Canada,49.20861111,-123.0777778
M10020,Chile,-40.58961667,-73.09911667
M10021,Chile,-41.45847222,-72.96750278
M10022,Chile,-41.78261944,-73.44716667
M10023,Chile,-41.78232762,-73.43914357
M10024,Thailand,6.904166667,100.4686111
M10025,Thailand,13.25931563,101.1970107
M10026,Thailand,13.55378127,100.5743839
M10028,Canada,49.143612,-122.857951
M10029,Vietnam,10.62548289,106.4768533
M10030,Canada,45.34711908,-63.29416194
M10031,China,22.85945668,113.1663899
M10032,Vietnam,10.95496549,107.0253333
M10033,Vietnam,10.29866138,106.4091436
M10036,Thailand,7.302574512,100.495356
M10039,Saudi Arabia,20.31458056,40.05269722
M10040,India,17.00661024,81.72898493
M10041,China,22.04986008,110.3978
M10042,China,19.94541667,110.0989806
M10043,Honduras,15.40231389,-88.01136667
M10044,Nicaragua,12.109109,-86.093416
M10045,Peru,-8.135583333,-79.01333333
M10048,Ecuador ,-2.126987986,-79.60400419
M10050,Vietnam,10.32333333,105.7511111
M10051,China,23.44369724,101.676536
M10052,Malaysia,2.93834,101.30937
M10053,Ecuador ,-2.214527778,-79.8245
M10054,Ecuador ,-2.1965,-79.83583333
M10055,Guatemala,14.12706667,-90.77876667
M10058,China,21.27479797,110.3131093
M10059,Vietnam,10.5445,105.5261667
M10060,Thailand,12.99776172,99.90968428
M10061,Indonesia,-5.381786111,105.3824611
M10062,Ecuador ,-2.200094444,-79.81306667
M10063,India,13.28166667,80.15305556
M10064,China,24.76222323,117.7819674
M10065,Thailand,13.45780243,100.0873598
M10066,Honduras,15.044051,-87.948489
M10067,India,16.41565146,81.45694993
M10069,China,20.01670395,110.3500701
M10071,Thailand,13.45226804,100.1147873
M10072,Vietnam,10.045161,105.74685
M10073,Vietnam,10.045034,105.784855
M10074,Canada,45.11740278,-66.82786667
M10075,India,13.21388333,80.16698333
M10077,China,22.5848973,108.2286165
M10078,India,20.50943333,72.97956389
M10079,United States,40.572932,-112.2899016
M10081,Mexico,19.661665,-99.183205
M10083,Thailand,13.34455278,99.87292222
M10085,India,14.35341,80.13805
M10086,China,19.93892798,110.1014404
M10087,Peru,-11.0363242,-77.605346
M10088,India,16.408443,81.148506
M10089,Vietnam,10.20038889,105.9478611
M10090,Mexico,27.922787,-110.920259
M10092,Vietnam,10.799,106.5046944
M10095,USA,32.513261,-87.853758
M10098,Vietnam,11.03371667,106.9239056
M10100,India,16.60748868,80.96715018
M10103,Guatemala,14.66861389,-90.84914444
M10104,India,18.11993611,83.57994444
M10105,Ecuador,-2.192158333,-79.82998889
M10106,Ecuador,-2.193041667,-80.04886944
M10107,Thailand,13.80136667,100.202
M10108,Thailand,13.29031667,99.80120556
M10109,Mexico,20.513008,-103.24684
M10111,India,19.86188889,85.31819444
M10112,India,14.69985833,79.97984167
M10113,Indonesia,-5.416695,105.343607
M10114,Vietnam,10.89527778,106.7341667
M10115,India,14.49212778,79.98267778
M10116,Costa Rica,10.415329,-85.154842
M10117,Colombia,2.828189,-75.295454
M10118,Indonesia,-7.099533333,112.5918778
M10119,India,17.06,82.13
M10120,Saudi Arabia,26.31775556,43.70956111
M10123,Thailand,7.78,100.35
M10125,Indonesia,3.526027778,98.75638889
M10126,India,17.08,81.97
M10127,Chile,-37.54916389,-72.20443056
M10128,Colombia,3.931013889,-76.28416667
M10129,China,,
M10130,USA,30.85,-90.15
M10132,India,17.063084,81.553517
M10133,Ecuador,-2.537719444,-79.54936389
M10134,Vietnam,10.5792,106.5058917
M10136,China,22.509225,113.1531167
M10137,Vietnam,10.62412778,106.4888139
M10138,Australia,-42.832325,147.4506917
M10139,Indonesia,-7.567861111,112.3268056
M10141,Australia,-27.19714167,153.0068
M10142,Vietnam,10.48697222,106.3544167
M10143,Mexico,20.7376,-103.3766194
M10144,Vietnam,10.97151111,106.7378167
M10145,Indonesia,-7.246327778,112.7119194
M10147,United Kingdom,55.93206111,-3.687836111
M10148,Malaysia,2.892880556,101.8616639
M10149,Thailand,13.32568333,99.80383056
M10150,United Kingdom,56.02543333,-3.707286111
M10151,India,16.66234722,80.98958889
M10153,Chile,-6.77,-79.84
M10155,Egypt,30.35383889,31.63663056
M10156,Turkey,37.237425,27.65527778
M10158,Indonesia,-7.568294444,112.7217222
M10161,Mexico,27.40576389,-109.8280694
M10167,Brazil,-20.08455,-51.06351944
M10167,Brazil,-20.08491389,-51.06381667
M10169,India,15.28139722,80.0279
P10001,Honduras,13.32546389,-87.19323056
P10010,India,16.747705,81.720611
P10011,India,15.270521,80.026609
P10014,Thailand,13.53712287,100.2572076
P10015,India,14.465337,80.055761
P10016,Indonesia,-8.216938813,112.748126
P10017,Thailand,12.74605,101.8861833
P10018,Thailand,12.74544013,101.886886
P10025,Bangladesh,22.358043,91.772513
P10028,Thailand,13.541501,100.236836
P10030,Thailand,7.261918611,100.4949647
P10031,Thailand,9.952777778,98.60305556
P10032,Thailand,13.56046944,100.3015639
P10037,India,16.59446082,81.53412781
P10038,Thailand,13.468812,99.79852
P10043,China,21.23525135,110.4015847
P10045,Thailand,13.52196752,100.1741984
P10053,Indonesia,-7.69339,114.09054
P10054 ,Ecuador ,-2.72225,-80.24514444
P10055,Thailand,13.57124111,100.2994981
P10056,India,16.71905903,81.82866107
P10057,Ecuador ,-2.1865,-79.85805556
P10059,Thailand,13.51895803,100.9764042
P10060,Vietnam,9.91713181,105.7354341
P10061,Vietnam,9.596421155,105.9575884
P10065,China,39.13601725,121.7204587
P10066,Indonesia,-7.257155556,112.6879222
P10067,Thailand,13.56329222,100.300845
P10069,Guatemala,14.30713333,-91.90121389
P10071,Indonesia,-7.591111111,112.7191667
P10072,India,16.33694062,80.91148539
P10074,China,26.10072262,119.2951513
P10076,China,21.23179118,110.4049697
P10077,China,21.23678333,110.3998111
P10078,Indonesia,-7.158252778,112.630375
P10080,China,22.61656805,114.1179837
P10081,China,23.31884746,113.1444009
P10082,Indonesia,-4.57528,105.8208
P10085,Vietnam,9.157703179,105.1542773
P10086,Thailand,13.22995556,99.97365556
P10089,India,17.019099,82.229833
P10090,China,19.9744862,110.473452
P10091,Thailand,13.534831,100.645721
P10092,Thailand,10.42865149,99.23629414
P10095,Vietnam,9.1921618,105.314974
P10096,China,22.97888889,112.6333333
P10100,United States,32.44903889,-87.50198333
P10101,India,17.01893683,82.23321877
P10102,Vietnam,12.27902908,109.1954167
P10103,Bangladesh,22.78281311,89.602829
P10107,Thailand,13.57408665,100.3052728
P10109,China,19.97333333,110.4719444
P10111,China,21.28878855,110.3225561
P10114,China,21.28528366,110.2947526
P10116,China,19.94578208,110.0886889
P10117,Vietnam,9.168134112,105.1523433
P10123,Thailand,13.57048961,100.2990069
P10127,China,22.79468666,115.3408353
P10128,China,21.20792683,110.3435688
P10129,China,21.29833911,110.3108243
P10131,India,16.709578,81.825186
P10132,Colombia,2.827511405,-75.29310722
P10134,Indonesia,-7.35914,112.76491
P10141,China,23.02777778,112.5727778
P10145,China,22.66456725,113.2740006
P10148,United States,32.8175,-87.885
P10149,Ecuador ,-2.24205,-79.63682778
P10153,United States,33.18045,-90.42542
P10156,China,23.40189253,116.7180367
P10159,Thailand,13.60406961,100.3395458
P10162,Vietnam,9.621522426,105.960289
P10163,India,15.25002117,80.0297802
P10168,India,16.51068866,81.52401041
P10171,Vietnam,9.551448116,106.0042803
P10173,United States,33.53893333,-90.3964
P10180,China,22.75113006,112.2261683
P10181,China,19.67209906,110.3537556
P10186,China,21.64472001,110.5841741
P10191,China,21.26478495,110.2876766
P10193,Nicaragua,12.76887738,-87.07620957
P10196,Vietnam,16.11825873,108.2737722
P10199,Thailand,13.54658235,100.260332
P10202,United States,33.25566667,-90.59048333
P10203,Indonesia,-6.187111111,106.322
P10204,India,14.46552021,80.05563519
P10209,China,19.95192591,110.0827512
P10212,India,17.686818,83.218483
P10214,India,9.914341972,76.28474554
P10216,India,16.53413263,81.44418787
P10217,India,20.7915325,72.85425825
P10218,India,16.59450195,81.53412244
P10220,China,21.53023522,109.9968179
P10221,Thailand,13.55270176,100.593433
P10227,India,17.834869,83.358179
P10230,Chile,-42.15082439,-73.48881397
P10232,Vietnam,9.170893259,105.2065374
P10233,China,19.94581637,110.0889413
P10241,Vietnam,10.31642238,105.4913451
P10243,Vietnam,11.568564,108.995167
P10247,Chile,-41.46786389,-72.97498056
P10248,Indonesia,-6.752458333,108.5914722
P10249,Vietnam,10.12022136,105.693632
P10260,Indonesia,-5.430118487,105.3257938
P10262,Canada,45.11774227,-66.82805257
P10263,India,17.887505,83.386804
P10268,Vietnam,9.948361111,106.3469083
P10269,Chile,-36.62322778,-72.93919167
P10270,Mexico,27.965977,-110.93904
P10271,China,19.55895507,110.7647451
P10274,Canada,49.15375346,-125.9020971
P10275,China,21.60457779,109.2175774
P10277,Vietnam,10.34527778,106.3313889
P10279,Costa Rica,10.42348889,-85.11812222
P10281,Vietnam,9.431188343,106.1325083
P10283,Chile,-43.13856667,-73.64355
P10285,Chile,-41.87083333,-73.77408611
P10290,Vietnam,10.10680556,105.7057778
P10291,India,16.8809313,82.18481713
